Text,Label
"Prolific Star Wars artist @ Russellwalks explains how he created the new Iden-focused Star Wars Battlefront II PS4 theme, with an inside look at the versions that didn't make the cut: http://play.st/2AxUtIb pic.twitter.com/cx3mquafIM",0
"Watch more than 25 minutes of open-world gameplay in Far Cry 5, coming to PS4 on March 27 next year: https://youtu.be/bYXMRRYdTLA pic.twitter.com/oVqvDjiTPr",0
"Coming to a skelevision near you, MediEvil is getting a full remaster for PS4. http://play.st/2ktAraN pic.twitter.com/p0ixtA5Vbd",0
Megaman in Monster Hunter: World? The team at Capcom gave us details on this surprise companion choice.pic.twitter.com/p0lyaIZ2w3,0
"The Inpatient, @ SuperMGames' upcoming PS VR horror experience, launches next month. We went senses-on with it, and came away sufficiently terrified: http://play.st/2AmX3ke pic.twitter.com/pD7T8XsH6J",0
The tale of souls and swords continues as SOULCALIBUR VI comes to PS4 in 2018.pic.twitter.com/vBH1BkWyrt,0
Work solo or collaborate with other players to build the ultimate level in Media Molecule's expansive Dreams. http://play.st/2BVuzhS pic.twitter.com/HTb5FTIHAv,0
"See the action packed trailer for crossover fighting game BlazBlue Cross Tag Battle, revealed at # PSX.pic.twitter.com/IEQAMZAuoR",0
We interview the minds behind Firewall: Zero Hour and Donut County. Plus: which Final Fantasy should you start with? Listen here: http://play.st/2zcLhus pic.twitter.com/IrmJCFq7kL,0
We revealed Nolan North's audition tape and heard BTS details from the cast in our # Uncharted10 PSX panel. http://play.st/2B7un1V pic.twitter.com/d0Jr9IVIyA,0
"Survival won't be easy in the brutal open-world of The Forest, coming to PS4 in 2018. http://play.st/2B4JZDg pic.twitter.com/BQUftLOASm",0
A strange new world. A powerful new weapon. Take hold of Kratos' Leviathan axe: http://bit.ly/2jUWKXs # LostPages # GodofWarpic.twitter.com/n64tA4f2um,0
"Your wish to play as an ever-expanding hole in the ground comes true in Donut County, coming to PS4 in 2018.pic.twitter.com/vjb5qLsvJO",0
LocoRoco 2 avatars roll onto PlayStation Store today! Available for free until June 28 next year: http://play.st/2z4tk14 pic.twitter.com/BzNYpP4CaD,0
Your greatest journey is within. InnerSpace comes to PS4 January 16: http://play.st/2Arrshf PS Plus members can pre-order now to save 25%pic.twitter.com/YBsKldWPWt,0
"How @ SuperMGames turns your own senses against you in The Inpatient, coming to PlayStation VR January 23: http://play.st/2AmX3ke pic.twitter.com/DqJr5cFRsR",0
Regalia: Royal Edition is a European tactical JRPG coming to PlayStation 4. Here's what that means: http://play.st/2zcV3wJ pic.twitter.com/ivHlKIpzxb,0
Two free PS4 themes are now available at PS Store to celebrate Star Wars: The Last Jedi and Star Wars Battlefront II Season 1: http://play.st/2z940He pic.twitter.com/EXhzI2skKC,0
"Just in time for those long holiday travel plans, Xenon Valkyrie+ comes to PS Vita on Dec. 19: http://play.st/2z8Jmar pic.twitter.com/8mdLzsPCqp",0
"The team at Sucker Punch discussed family crests, game locations and how they motion captured a horse during the Ghost of Tsushima # PSX panel. http://play.st/2C1FbMc pic.twitter.com/ELODYfOqZb",0
The latest # LostPages podcast unveils the origin of the Leviathan Axe. Get the full episode: http://bit.ly/2zufNhc # GodofWarpic.twitter.com/z4MxtXI457,0
The Elder Crossing has begun in the latest story-driven Monster Hunter: World trailer.pic.twitter.com/OfWY2si1Uy,0
The free Weird Autumn update for Night in the Woods is out now! Grab the game on PS4 here: http://play.st/NitW pic.twitter.com/zoPY7ZqZ6X,0
Peter got some backup at the Marvel’s Spider-Man booth at # PSX this past weekend.pic.twitter.com/B7CsRm5YX6,0
Bringing Star Wars: The Last Jedi to Star Wars Battlefront II: http://play.st/2z940He pic.twitter.com/72dy8b54NX,0
Roguelite platformer Xenon Valkyrie+ lands on PS Vita on December 19th: http://play.st/2z8Jmar pic.twitter.com/Jg52XZ7btC,0
Download the new 3.00 update for Sharefactory and show us your best clips! Here's what's new: http://play.st/2z4DsXL pic.twitter.com/CVLCgWdjcI,0
See why PS VR tactical FPS Firewall Zero Hour is a PS VR standout: http://play.st/2z43ydp # PSXpic.twitter.com/Z2o6YEdUS0,0
Discover the Creators: Kodaka Kazutaka of Danganronpa fame shares his top PS4 picks... and some rather revealing insights: http://play.st/2z47YAX pic.twitter.com/5ES33AlI2G,0
"You’ll need luck, firepower, and teamwork to solve GTA Online’s biggest adventure yet. And it’s out today! Full details: http://play.st/2AdSEjm pic.twitter.com/CHVVxWydem",0
"4v4 tactical shooter Firewall Zero Hour is a promising new PS VR exclusive, and we've got full details and first gameplay. http://play.st/2l5EfmN pic.twitter.com/7SDD7EnrMf",0
"Experience a powerful musical performance during The Last of Us Part II panel, recorded live at # PSX 2017.pic.twitter.com/WFu5VG2TDm",0
Let the gelatinous jubilations commence! Gang Beasts is out now on PS4: http://play.st/GangBeasts pic.twitter.com/uYg608ZXaz,0
What fate will find the Baker family in the end? Resident Evil VII Gold Edition is out now on PS4 alongside the next installment of DLC: End of Zoe. Details: http://play.st/2z4VKbl pic.twitter.com/R8caoMJ9u2,0
PS VR adventure Golem returns with new footage in our # PSX 2017 demo. http://play.st/2z3SVay pic.twitter.com/dZh9QFJpkj,0
Fe is coming to PS4 in 2018 - watch us explore the first gameplay demo at # PSX 2017. http://play.st/2nT57aC pic.twitter.com/vopJBXfbRB,0
"Clear your calendar! Gang Beasts, Okami HD, Dragon's Lair Trilogy, Resident Evil 7 Gold Edition and more are now available at PlayStation Store: http://play.st/2nGV5ZX pic.twitter.com/AkuJTUAnE1",0
"Top Spin fans will love Tennis World Tour. It's coming to PS4 in 2018, and we've got new gameplay from # PSX. http://play.st/2jSVfZL pic.twitter.com/DNF7IDxm8G",0
Some friends came to join the fight at the Marvel’s Spider-Man # PSX booth.pic.twitter.com/jyPFxSB610,0
What's this about a secret Zoo level? Justin Roiland and William Pugh revealed new Accounting+ details at # PSX. http://play.st/2AeHnPQ pic.twitter.com/XIBS9BZyq8,0
"Dragon's Crown Pro is coming to PS4 in North America, so we sat down to check out some gameplay at # PSX. http://play.st/2iZaiR7 pic.twitter.com/ifQXVxJVg6",0
"Gang Beasts hits PS4 December 12 (finally!), and we embraced the mayhem in a # PSX live demo. http://play.st/2AvX0GB pic.twitter.com/eghFkKwQ2Q",0
PS Store kicks off 5 weeks of deals with The Great Tale of the Holiday Sale! Check out Week 1's lineup http://play.st/2Acws9d pic.twitter.com/LJv3RKSmBE,0
Media Molecule shared its stunning vision for Dreams during a # PSX 2017 panel. http://play.st/2BVuzhS pic.twitter.com/g9esiK1AzK,0
"Today's new Sharefactory 3.00 update includes new custom animations, themes camera effects, transitions, faster loading times, and more: http://play.st/2z4DsXL pic.twitter.com/XW37zrrkR5",0
https://twitter.com/streetfighter/status/940643659434704896 …,0
"First impressions of PS VR exclusive Firewall Zero Hour, the promising 4v4 tactical FPS revealed at # PSX: http://play.st/2z43ydp pic.twitter.com/8e1b2Grnc3",0
"Papers, Please for PS Vita! Entry granted. Cause no trouble. http://play.st/2AgKJ4V pic.twitter.com/3QcLEEzJBu",0
"Danganronpa creator Kodaka Kazutaka talks high school, memory loss, and his favorite PS4 games in our newest entry of Discover the Creators: http://play.st/2z47YAX pic.twitter.com/iO3tiTADqV",0
Ark: Aberration launches on PS4 today: http://play.st/2z4r6il Studio Wildcard runs down the new features in their second huge expansionpic.twitter.com/TagDLIPZJN,0
Grand Theft Auto Online’s biggest adventure yet is now live on PS4. Witness The Doomsday Heist: http://play.st/2AdSEjm pic.twitter.com/cUh4DRTKrg,0
Pioneering open-world blockbuster The Getaway first launched 15 years ago! Find out how Team Soho squeezed London’s criminal underworld onto PS2: http://play.st/2AgwBIV pic.twitter.com/Yg3Yo3V0gc,0
"Blood & Truth The creators of The London Heist return with Blood & Truth, and we got a new PS VR demo from # PSX. http://play.st/2ALMlVo pic.twitter.com/PXC2WvJJho",0
Explore the mysterious world of Vane in our all-new # PSX gameplay demo. http://play.st/2AaZxlE pic.twitter.com/gl2cQM7Fyc,0
"Wait'll you see what this chicken can do. Watch brand new Guacamelee 2 PS4 gameplay, recorded live from # PSX 2017. http://play.st/2iQpgIS pic.twitter.com/UGkJC4eXiO",0
So why is Mega Man in Monster Hunter World? Watch our new # PSX demo to find out. http://play.st/2BCGzZm pic.twitter.com/VOKcZawxA6,0
"Watch a new # PSX demo of The Forest, a brutal survival game coming to PS4 in spring 2018. http://play.st/2B4JZDg pic.twitter.com/mCoMeoG7Ht",0
"See new gameplay from Concrete Genie hosted by @ Pixelopus, recorded live at PSX 2017. http://play.st/2jy6WbJ pic.twitter.com/6BCQh3JcaX",0
"We got details on new characters in The Last of Us Part II straight from the cast at # PSX 2017, with host @ harto.https://www.youtube.com/watch?v=Ism8US41KGc …",0
"Relive the # Uncharted10 celebration at our PSX panel featuring @ nolan_north @ EmilyroseLA Richard McGonagle, @ TroyBakerVA @ LauraBaileyVO @ TheClaudiaBlack @ grahammctavish @ Robin_A_Downes and @ GameOverGreggy: http://play.st/2B7un1V pic.twitter.com/CmuCgIU20I",0
"Learn how Sucker Punch is approaching their next open world adventure in the Ghost of Tsushima PSX panel. https://www.youtube.com/watch?v=lgXdq0y-MyI …""",0
A classic returns to PS4 with Okami HD. See the full list of new games out this week: http://play.st/2jNdeRC pic.twitter.com/yEOAIvz6Ym,0
The Mini Wired Gamepad. Built for wee little gamers: http://play.st/2AUfVKc pic.twitter.com/uSanKKhHE7,0
We couldn't let all those signatures go to waste! Here's a 4K wallpaper of the wall you all signed at # PSX 2017. Full-res download here: http://play.st/PSX-Wallpaper pic.twitter.com/DsqvUnWtwN,0
"And that’s # PSX 2017 in the books. We hope you all had fun, either at the show or from home via livestream. We couldn’t do what we do without your support!pic.twitter.com/UBuRcG6iLQ",0
"Our very special # PSX 2017 edition of PlayStation Blogcast is live, featuring the one and only @ GameOverGreggy: http://play.st/Blogcast272 Enjoy!pic.twitter.com/nuR7SmFMhk",0
Blanka and his pal @ Yoshi_OnoChin say hello from # CapcomCup2017! You could say the atmosphere in the arena tonight was... electric. pic.twitter.com/BMLMw4z6H9,0
The face of dedication. @ _MenaRD__ # CapcomCup2017pic.twitter.com/kOQb15j5AL,0
"Street Fighter V Season 3 revealed! Sakura, Blanka, Falke, Cody, G and Sagat join the roster: http://play.st/2AXdV4d Plus, first look at the Street Fighter 30th Anniversary Collectionpic.twitter.com/uEKuzo7a3j",0
"The Capcom Cup 2017 Street Fighter V champion has been crowned! Congratulations, @ _MenaRD__!pic.twitter.com/dJvGzgcRIn",0
Capcom Cup 2017 Grand Finals are live! You won't want to miss this. http://live.playstation.com pic.twitter.com/cWhOciujoP,0
"The Capcom Cup 2017 Finals are underway at # PSX! More live updates at @ CapcomFighters, watch live at http://live.playstation.com pic.twitter.com/60zEAyry1A",0
Gamers swung into Marvel's Spider-Man with a massive replica of Marvel's Manhattan at PSX 2017.pic.twitter.com/1Auub0Gx16,0
We'd like to raise a glass to the bar-themed Far Cry 5 booth at # PSX.pic.twitter.com/7eWDcXMpqt,0
"The Battle for the Stones ends with an explosive finish, and @ cloud805 takes home a shiny new Infinity Gauntlet! Stay tuned for the Capcom Cup 2017 Street Fighter V finals, live from # PSX: http://live.playstation.com pic.twitter.com/zWT0kVPKuo",0
https://twitter.com/marvelvscapcom/status/939979572837101568 …,0
Watch @ RockMe_Re's interview with the team at AbleGamers to learn more about their work helping people play games: https://youtu.be/Y4RFnjfD3VY More details at http://www.ablegamers.org/ pic.twitter.com/QGnzAqbvP1,0
"The doors are open, and the Battle for the Stones is about to begin at # PSX! Tune in all day for Capcom Cup Finals, including the crowning of a new Street Fighter V champion. @ CapcomFighters http://live.playstation.com pic.twitter.com/vZeyaCRGm4",0
How the team at Breakpoint is going all-out for the animations in Tennis World Tour: http://play.st/2A7Z97p pic.twitter.com/IMSTBJXljF,0
Go inside the development of Marvel's Spider-Man with the latest behind-the-scenes trailer.pic.twitter.com/M9wzojBjWW,0
# PSXpic.twitter.com/ecI6ELXIf0,0
Who knows what you'll find when you step into the PlayStation Store at # PSX.pic.twitter.com/Z49PeFtuYs,0
"""Now you are ready."" See Kratos' transformation at # PSX. # GodofWarpic.twitter.com/PAmImB44cE",0
"Get a good night’s rest, cause there’s another day of # PSX coming tomorrow!pic.twitter.com/BZwaIZttIz",0
Days Gone is coming alive at # PSX 2017.pic.twitter.com/LFln6sCuVc,0
One more shot from the beginning of tonight's incredible # TheLastOfUsPartII panel at # PSXpic.twitter.com/mVFUqQaBe6,0
We’re getting up close and personal with our favorite games at # PSX. Make sure to stop by these booths and more tomorrow!pic.twitter.com/kedRCau4I6,0
Marvel's Spider-Man made its mark at PSX 2017 in Anaheim with a big slice of New York City!pic.twitter.com/mD1DjkltG1,0
Prepare to see the world of WipEout in a whole new way as you blast round Omega Collection’s tracks in PS VR.pic.twitter.com/sh85WDgPGE,0
We're learning lots of details about some of the new characters in # TheLastOfUsPartII at # PSX. http://live.playstation.com pic.twitter.com/gAPKwmdkaq,0
Confirmed: @ TheVulcanSalute knows how to use a bow and arrow. Watch The Last of Us Part II panel live from # PSX: http://live.playstation.com pic.twitter.com/cBSPAaHnRb,0
No words. # TheLastOfUsPartII http://live.playstation.com pic.twitter.com/MAsHENolzV,0
"It's time. Tune-in now for The Last of Us Part II panel featuring @ neil_druckmann, @ grosstastic, and members of the cast: http://live.playstation.com pic.twitter.com/JYg2zDfXug",0
Strange Norse artifacts have been uncovered at # PSX 2017. # GodofWarpic.twitter.com/G03AT9cWRG,0
Welcome back to the stage of history. SOULCALIBUR VI is coming to PS4 in 2018 featuring an upgraded engine and a new Reversal Edge gameplay mechanic.pic.twitter.com/5x37ycVxTY,0
"By the way, you all heard @ nolan_north promise to go home and play through EVERY Uncharted game, right? We'll expect an update on that soon, Nolan!pic.twitter.com/ULwnUknAEL",0
# Tpose # Uncharted10pic.twitter.com/bOrcXFw73k,0
Good times at the # Uncharted10 panel <3 @ Naughty_Dog # PSXpic.twitter.com/LXO0IRbQFH,0
How many Uncharted actors can we fit on one stage? Let's find out! # PSX http://live.playstation.com pic.twitter.com/K52OntXm6Z,0
“They watched me grow as an actor as much as I watched them grow as a developer” @ nolan_north + @ Naughty_Dog # PSXhttp://live.playstation.com,0
"Nate, Elena and Sully take the stage. # PSX http://live.playstation.com pic.twitter.com/oMcPL6PRyw",0
"The gang's back together. Tune in now to celebrate # Uncharted10 with @ nolan_north, Richard McGonagle, @ emilyroseLA, @ theclaudiablack, @ laurabaileyVO, @ TroybakerVA, @ grahammctavish, and @ robin_a_downes: http://live.playstation.com pic.twitter.com/w2Eyho6csW",0
"The fate of the New World is in your hands, hunter. Monster Hunter: World comes to PS4 on January 26, 2018.pic.twitter.com/0wdCLFXAGS",0
"Now streaming from # PSX: Gang Beasts, coming to PS4 on December 12 http://live.playstation.com pic.twitter.com/QF4c8zUk60",0
